participant_name,post_index,winner,community_helpfulness_raw,llm_helpfulness_raw,community_helpfulness_score,llm_helpfulness_score,score_difference,note_mapping
160,94,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
160,99,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
160,110,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
160,111,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
160,142,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
194,3,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
194,12,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
194,19,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
194,23,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
194,29,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
194,30,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
194,31,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
194,36,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
194,52,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
194,59,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
194,62,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
194,68,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
194,72,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
194,81,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
194,83,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
194,85,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
194,92,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
194,106,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
194,107,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
194,123,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
王奥琪,1,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
王奥琪,2,LLMnote,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
王奥琪,3,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
王奥琪,16,Community,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
王奥琪,23,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
王奥琪,24,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
王奥琪,28,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
王奥琪,29,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
王奥琪,35,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
王奥琪,36,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
王奥琪,50,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
王奥琪,57,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
王奥琪,60,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
王奥琪,62,Community,somewhat helpful,helpful,0.5,1.0,0.5,community_first
王奥琪,70,Community,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
王奥琪,74,Community,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
王奥琪,93,LLMnote,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
王奥琪,94,LLMnote,helpful,not helpful,1.0,0.0,-1.0,llm_first
王奥琪,107,Community,helpful,helpful,1.0,1.0,0.0,community_first
王奥琪,109,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
164,1,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
164,2,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
164,12,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
164,16,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
164,19,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
164,29,Community,helpful,helpful,1.0,1.0,0.0,community_first
164,30,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
164,31,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
164,50,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
164,72,Community,helpful,helpful,1.0,1.0,0.0,community_first
164,76,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
164,77,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
164,79,Community,helpful,helpful,1.0,1.0,0.0,community_first
164,81,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
164,83,Community,helpful,helpful,1.0,1.0,0.0,community_first
164,85,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
164,86,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
164,107,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
164,114,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
164,123,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
126,12,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
126,46,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
126,62,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
126,65,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
126,68,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
126,72,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
126,74,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
126,75,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
126,77,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
126,79,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
126,82,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
126,92,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
126,94,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
126,99,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
126,107,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
126,110,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
126,111,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
126,112,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
126,114,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
126,123,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
140,30,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
140,35,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
140,46,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
140,52,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
140,59,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
140,60,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
140,65,LLMnote,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
140,69,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
140,72,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
140,77,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
140,81,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
140,82,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
140,86,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
140,93,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
140,98,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
140,102,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
140,109,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
140,111,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
140,123,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
140,142,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
130,3,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
130,19,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
130,24,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
130,49,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
130,52,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
130,60,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
130,62,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
130,69,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
130,81,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
130,83,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
130,86,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
130,91,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
130,93,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
130,94,Community,not helpful,helpful,0.0,1.0,1.0,community_first
130,106,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
130,107,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
130,109,Community,helpful,helpful,1.0,1.0,0.0,llm_first
130,110,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
130,114,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
130,123,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
132,68,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
132,69,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
132,72,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
132,75,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
132,76,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
132,77,LLMnote,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
132,81,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
132,82,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
132,83,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
132,92,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
132,99,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
132,101,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
132,102,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
132,106,Community,helpful,helpful,1.0,1.0,0.0,llm_first
132,110,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
132,111,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
132,112,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
132,114,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
132,123,Community,helpful,helpful,1.0,1.0,0.0,llm_first
132,124,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
162,1,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
162,2,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
162,3,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
162,16,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
162,23,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
162,24,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
162,28,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
162,46,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
162,57,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
162,65,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
162,72,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
162,74,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
162,77,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
162,92,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
162,94,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
162,107,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
162,109,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
162,110,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,
162,114,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
162,122,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
464,28,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
464,34,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
464,36,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
464,52,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
464,57,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
464,62,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
464,65,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
464,68,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
464,74,Community,helpful,helpful,1.0,1.0,0.0,llm_first
464,75,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
464,91,LLMnote,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
464,92,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
464,98,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
464,101,Community,helpful,helpful,1.0,1.0,0.0,community_first
464,102,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
464,106,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
464,109,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
464,112,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
464,122,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
464,124,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
曾淑婧,29,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
曾淑婧,32,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
曾淑婧,34,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
曾淑婧,36,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
曾淑婧,46,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
曾淑婧,50,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
曾淑婧,57,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
曾淑婧,68,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
曾淑婧,70,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
曾淑婧,72,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
曾淑婧,74,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
曾淑婧,77,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
曾淑婧,79,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
曾淑婧,82,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
曾淑婧,92,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
曾淑婧,98,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
曾淑婧,102,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
曾淑婧,112,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
曾淑婧,124,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
曾淑婧,142,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
147,7,Community,helpful,helpful,1.0,1.0,0.0,llm_first
147,12,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
147,16,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
147,19,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
147,23,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
147,29,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
147,30,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
147,32,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
147,34,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
147,36,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
147,74,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
147,76,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
147,82,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
147,83,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
147,91,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
147,94,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
147,98,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
147,99,Community,somewhat helpful,helpful,0.5,1.0,0.5,community_first
147,109,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
147,122,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
101,21,Community,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
101,29,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
101,36,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
101,50,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
101,52,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
101,57,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
101,68,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
101,69,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
101,70,Community,helpful,helpful,1.0,1.0,0.0,llm_first
101,74,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
101,75,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
101,79,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
101,83,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
101,86,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
101,92,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
101,94,Community,helpful,helpful,1.0,1.0,0.0,community_first
101,106,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
101,107,Community,helpful,helpful,1.0,1.0,0.0,llm_first
101,112,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
101,123,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
114,1,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
114,3,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
114,7,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
114,12,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
114,19,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
114,29,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
114,46,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
114,57,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
114,59,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
114,62,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
114,70,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
114,81,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
114,83,Community,helpful,helpful,1.0,1.0,0.0,community_first
114,86,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
114,93,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
114,102,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
114,110,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
114,111,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
114,123,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
114,142,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
142,2,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
142,7,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
142,21,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
142,28,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
142,32,LLMnote,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
142,34,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
142,36,Community,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
142,49,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
142,50,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
142,62,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
142,65,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
142,77,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
142,91,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
142,93,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
142,94,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
142,98,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
142,102,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
142,110,Community,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
142,111,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
142,114,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
145,7,Community,helpful,helpful,1.0,1.0,0.0,community_first
145,12,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
145,19,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
145,21,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
145,30,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
145,31,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
145,32,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
145,34,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
145,46,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
145,49,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
145,52,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
145,59,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
145,65,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
145,79,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
145,85,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
145,86,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
145,91,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
145,98,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
145,122,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
145,142,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
段梦迪.,24,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
段梦迪.,29,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
