participant_name,post_index,winner,community_helpfulness_raw,llm_helpfulness_raw,community_helpfulness_score,llm_helpfulness_score,score_difference,note_mapping
李路阳,124,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
021,35,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
021,65,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
021,69,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
021,70,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
021,75,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
021,76,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
021,77,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
021,79,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
021,81,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
021,83,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
021,91,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
021,92,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
021,94,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
021,99,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
021,106,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
021,109,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
021,110,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
021,111,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
021,123,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
021,124,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
张迈,3,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
张迈,23,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
张迈,29,Community,helpful,helpful,1.0,1.0,0.0,community_first
张迈,31,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
张迈,32,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
张迈,34,Community,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
张迈,50,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
张迈,57,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
张迈,59,Community,helpful,helpful,1.0,1.0,0.0,community_first
张迈,62,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
张迈,65,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
张迈,68,Community,helpful,helpful,1.0,1.0,0.0,llm_first
张迈,69,Community,helpful,helpful,1.0,1.0,0.0,community_first
张迈,70,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
张迈,72,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
张迈,76,Community,helpful,helpful,1.0,1.0,0.0,community_first
张迈,77,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
张迈,81,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
张迈,86,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
张迈,92,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
022,7,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
022,19,Community,helpful,helpful,1.0,1.0,0.0,llm_first
022,23,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
022,31,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
022,34,Community,helpful,not helpful,1.0,0.0,-1.0,community_first
022,36,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
022,46,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
022,62,Community,helpful,helpful,1.0,1.0,0.0,community_first
022,65,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
022,69,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
022,75,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
022,76,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
022,77,Community,helpful,helpful,1.0,1.0,0.0,llm_first
022,85,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
022,94,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
022,101,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
022,106,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
022,111,Community,helpful,helpful,1.0,1.0,0.0,llm_first
022,114,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
022,123,Community,helpful,helpful,1.0,1.0,0.0,community_first
013,3,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
013,12,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
013,21,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
013,24,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
013,29,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
013,30,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
013,31,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
013,52,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
013,57,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
013,69,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
013,81,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
013,83,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
013,92,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
013,93,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
013,98,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
013,99,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
013,101,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
013,106,Community,helpful,helpful,1.0,1.0,0.0,llm_first
013,109,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
013,111,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
张昊,3,Community,helpful,helpful,1.0,1.0,0.0,community_first
张昊,7,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
张昊,19,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
张昊,31,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
张昊,32,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
张昊,34,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
张昊,46,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
张昊,50,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
张昊,59,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
张昊,68,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
张昊,72,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
张昊,77,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
张昊,79,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
张昊,81,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
张昊,85,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
张昊,99,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
张昊,107,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
张昊,110,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
张昊,111,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
张昊,114,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
026,3,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
026,7,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
026,16,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
026,31,Community,helpful,helpful,1.0,1.0,0.0,community_first
026,34,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
026,50,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
026,59,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
026,68,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
026,75,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
026,85,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
026,86,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
026,92,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
026,93,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
026,101,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
026,106,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
026,111,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
026,114,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
026,122,Community,helpful,helpful,1.0,1.0,0.0,llm_first
026,123,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
026,124,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
刘嘉于,1,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
刘嘉于,2,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
刘嘉于,3,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
刘嘉于,16,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
刘嘉于,21,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
刘嘉于,29,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
刘嘉于,32,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
刘嘉于,49,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
刘嘉于,57,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
刘嘉于,59,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
刘嘉于,60,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
刘嘉于,68,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
刘嘉于,72,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
刘嘉于,82,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
刘嘉于,83,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
刘嘉于,85,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
刘嘉于,98,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
刘嘉于,99,Community,helpful,somewhat helpful,1.0,0.5,-0.5,
刘嘉于,110,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
刘嘉于,111,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
001,36,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
001,49,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
001,52,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
001,62,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
001,65,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
001,70,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
001,74,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
001,75,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
001,76,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
001,82,Community,helpful,helpful,1.0,1.0,0.0,llm_first
001,91,Community,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
001,93,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
001,94,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
001,99,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
001,101,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
001,107,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
001,112,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
001,114,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
001,123,Community,helpful,helpful,1.0,1.0,0.0,community_first
001,124,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
20,1,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
20,2,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
20,7,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
20,12,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
20,16,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
20,19,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
20,21,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
20,24,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
20,28,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
20,30,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
20,35,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
20,36,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
20,46,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
20,49,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
20,60,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
20,74,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
20,79,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
20,99,Community,helpful,not helpful,1.0,0.0,-1.0,community_first
20,114,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
20,122,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
杨雅淇,7,Community,helpful,helpful,1.0,1.0,0.0,llm_first
杨雅淇,29,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
杨雅淇,32,Community,helpful,helpful,1.0,1.0,0.0,llm_first
杨雅淇,49,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
杨雅淇,59,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
杨雅淇,60,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
杨雅淇,75,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
杨雅淇,76,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
杨雅淇,81,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
杨雅淇,86,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
杨雅淇,93,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
杨雅淇,98,Community,helpful,helpful,1.0,1.0,0.0,community_first
杨雅淇,99,Community,helpful,helpful,1.0,1.0,0.0,llm_first
杨雅淇,107,Community,helpful,helpful,1.0,1.0,0.0,community_first
杨雅淇,110,Community,helpful,helpful,1.0,1.0,0.0,community_first
杨雅淇,111,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
杨雅淇,112,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
杨雅淇,122,Community,helpful,helpful,1.0,1.0,0.0,community_first
杨雅淇,123,Community,helpful,helpful,1.0,1.0,0.0,community_first
杨雅淇,124,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
031,1,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
031,16,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
031,21,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
031,24,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
031,49,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
031,50,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
031,52,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
031,68,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
031,69,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
031,75,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
031,82,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
031,83,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
031,85,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
031,91,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
031,98,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
031,99,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
031,101,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
031,110,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
031,122,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
031,123,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
029,2,Community,helpful,not helpful,1.0,0.0,-1.0,community_first
029,7,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
029,12,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
029,19,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
029,23,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
029,28,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
029,30,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
029,31,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
029,32,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
029,34,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
029,35,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
029,62,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
029,65,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
029,72,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
029,76,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
029,77,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
029,94,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
029,109,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
029,111,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
029,112,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
033,1,Community,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
033,2,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
033,21,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
033,28,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
033,29,Community,somewhat helpful,helpful,0.5,1.0,0.5,community_first
033,30,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
033,31,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
033,35,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
033,36,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
033,46,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
033,50,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
033,52,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
033,69,LLMnote,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
033,74,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
033,79,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
033,82,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
033,85,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
033,93,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
033,94,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
033,123,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
006,3,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
006,34,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
006,36,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
006,49,Community,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
006,52,LLMnote,not helpful,not helpful,0.0,0.0,0.0,community_first
006,62,LLMnote,not helpful,not helpful,0.0,0.0,0.0,llm_first
006,68,Community,not helpful,not helpful,0.0,0.0,0.0,community_first
006,72,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
006,75,Community,not helpful,not helpful,0.0,0.0,0.0,community_first
006,77,Community,not helpful,not helpful,0.0,0.0,0.0,llm_first
006,81,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
006,92,Community,somewhat helpful,helpful,0.5,1.0,0.5,community_first
006,101,LLMnote,not helpful,not helpful,0.0,0.0,0.0,llm_first
006,106,Community,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
006,107,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
006,110,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
006,111,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
006,112,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
006,122,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
006,124,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
012,3,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
012,7,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
012,12,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
012,16,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
012,19,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
012,21,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
012,23,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
012,24,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
012,29,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
012,30,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
012,32,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
012,35,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
012,36,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
012,60,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
012,69,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
012,70,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
012,74,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
012,82,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
012,94,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
012,101,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
Shuning Zhang,19,Community,not helpful,not helpful,0.0,0.0,0.0,community_first
Shuning Zhang,21,LLMnote,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
Shuning Zhang,24,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
Shuning Zhang,31,Community,not helpful,not helpful,0.0,0.0,0.0,community_first
Shuning Zhang,49,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
Shuning Zhang,65,LLMnote,not helpful,not helpful,0.0,0.0,0.0,llm_first
Shuning Zhang,68,LLMnote,not helpful,not helpful,0.0,0.0,0.0,llm_first
Shuning Zhang,69,LLMnote,not helpful,not helpful,0.0,0.0,0.0,llm_first
Shuning Zhang,81,LLMnote,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
Shuning Zhang,83,LLMnote,not helpful,not helpful,0.0,0.0,0.0,llm_first
Shuning Zhang,85,LLMnote,not helpful,not helpful,0.0,0.0,0.0,llm_first
Shuning Zhang,86,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
Shuning Zhang,92,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
Shuning Zhang,93,LLMnote,not helpful,not helpful,0.0,0.0,0.0,llm_first
Shuning Zhang,98,Community,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
Shuning Zhang,99,Community,not helpful,not helpful,0.0,0.0,0.0,community_first
Shuning Zhang,106,Community,not helpful,not helpful,0.0,0.0,0.0,community_first
Shuning Zhang,107,LLMnote,helpful,not helpful,1.0,0.0,-1.0,llm_first
Shuning Zhang,112,LLMnote,not helpful,not helpful,0.0,0.0,0.0,llm_first
Shuning Zhang,114,Community,not helpful,not helpful,0.0,0.0,0.0,community_first
刘卓,12,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
刘卓,23,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
