user_id,tweet_id,note_type,helpfulness_raw,helpfulness_score
308,49,Community,helpful,1.0
308,49,LLMnote,helpful,1.0
308,50,Community,somewhat helpful,0.5
308,50,LLMnote,somewhat helpful,0.5
308,62,Community,somewhat helpful,0.5
308,62,LLMnote,helpful,1.0
308,65,Community,somewhat helpful,0.5
308,65,LLMnote,helpful,1.0
308,75,Community,somewhat helpful,0.5
308,75,LLMnote,helpful,1.0
308,79,Community,helpful,1.0
308,79,LLMnote,helpful,1.0
308,86,Community,helpful,1.0
308,86,LLMnote,helpful,1.0
308,92,Community,somewhat helpful,0.5
308,92,LLMnote,somewhat helpful,0.5
308,93,Community,somewhat helpful,0.5
308,93,LLMnote,helpful,1.0
308,94,Community,somewhat helpful,0.5
308,94,LLMnote,helpful,1.0
308,101,Community,not helpful,0.0
308,101,LLMnote,helpful,1.0
308,123,Community,helpful,1.0
308,123,LLMnote,helpful,1.0
308,142,Community,somewhat helpful,0.5
308,142,LLMnote,helpful,1.0
382,1,Community,helpful,1.0
382,1,LLMnote,helpful,1.0
382,2,Community,not helpful,0.0
382,2,LLMnote,helpful,1.0
382,3,Community,helpful,1.0
382,3,LLMnote,helpful,1.0
382,16,Community,helpful,1.0
382,16,LLMnote,helpful,1.0
382,21,Community,somewhat helpful,0.5
382,21,LLMnote,helpful,1.0
382,34,Community,helpful,1.0
382,34,LLMnote,somewhat helpful,0.5
382,46,Community,somewhat helpful,0.5
382,46,LLMnote,helpful,1.0
382,50,Community,helpful,1.0
382,50,LLMnote,helpful,1.0
382,52,Community,helpful,1.0
382,52,LLMnote,helpful,1.0
382,59,Community,helpful,1.0
382,59,LLMnote,helpful,1.0
382,60,Community,somewhat helpful,0.5
382,60,LLMnote,somewhat helpful,0.5
382,65,Community,somewhat helpful,0.5
382,65,LLMnote,helpful,1.0
382,72,Community,somewhat helpful,0.5
382,72,LLMnote,helpful,1.0
382,74,Community,helpful,1.0
382,74,LLMnote,not helpful,0.0
382,81,Community,helpful,1.0
382,81,LLMnote,somewhat helpful,0.5
382,82,Community,helpful,1.0
382,82,LLMnote,helpful,1.0
382,86,Community,helpful,1.0
382,86,LLMnote,helpful,1.0
382,91,Community,somewhat helpful,0.5
382,91,LLMnote,helpful,1.0
382,94,Community,helpful,1.0
382,94,LLMnote,somewhat helpful,0.5
382,106,Community,somewhat helpful,0.5
382,106,LLMnote,helpful,1.0
331,32,Community,somewhat helpful,0.5
331,32,LLMnote,helpful,1.0
331,34,Community,somewhat helpful,0.5
331,34,LLMnote,helpful,1.0
331,46,Community,somewhat helpful,0.5
331,46,LLMnote,helpful,1.0
331,49,Community,not helpful,0.0
331,49,LLMnote,helpful,1.0
331,57,Community,somewhat helpful,0.5
331,57,LLMnote,helpful,1.0
331,59,Community,somewhat helpful,0.5
331,59,LLMnote,helpful,1.0
331,60,Community,somewhat helpful,0.5
331,60,LLMnote,helpful,1.0
331,65,Community,somewhat helpful,0.5
331,65,LLMnote,helpful,1.0
331,69,Community,not helpful,0.0
331,69,LLMnote,helpful,1.0
331,70,Community,somewhat helpful,0.5
331,70,LLMnote,helpful,1.0
331,75,Community,not helpful,0.0
331,75,LLMnote,helpful,1.0
331,77,Community,not helpful,0.0
331,77,LLMnote,helpful,1.0
331,83,Community,not helpful,0.0
331,83,LLMnote,helpful,1.0
331,85,Community,somewhat helpful,0.5
331,85,LLMnote,helpful,1.0
331,93,Community,not helpful,0.0
331,93,LLMnote,helpful,1.0
331,94,Community,not helpful,0.0
331,94,LLMnote,helpful,1.0
331,101,Community,somewhat helpful,0.5
331,101,LLMnote,helpful,1.0
331,107,Community,not helpful,0.0
331,107,LLMnote,helpful,1.0
331,111,Community,somewhat helpful,0.5
331,111,LLMnote,helpful,1.0
331,123,Community,somewhat helpful,0.5
331,123,LLMnote,helpful,1.0
325,1,Community,somewhat helpful,0.5
325,1,LLMnote,not helpful,0.0
325,2,Community,somewhat helpful,0.5
325,2,LLMnote,not helpful,0.0
325,3,Community,helpful,1.0
325,3,LLMnote,somewhat helpful,0.5
325,7,Community,helpful,1.0
325,7,LLMnote,helpful,1.0
325,12,Community,not helpful,0.0
325,12,LLMnote,helpful,1.0
325,28,Community,not helpful,0.0
325,28,LLMnote,somewhat helpful,0.5
325,29,Community,not helpful,0.0
325,29,LLMnote,somewhat helpful,0.5
325,30,Community,somewhat helpful,0.5
325,30,LLMnote,somewhat helpful,0.5
325,32,Community,not helpful,0.0
325,32,LLMnote,helpful,1.0
325,62,Community,helpful,1.0
325,62,LLMnote,somewhat helpful,0.5
325,68,Community,helpful,1.0
325,68,LLMnote,not helpful,0.0
325,69,Community,somewhat helpful,0.5
325,69,LLMnote,somewhat helpful,0.5
325,70,Community,helpful,1.0
325,70,LLMnote,somewhat helpful,0.5
325,76,Community,not helpful,0.0
325,76,LLMnote,helpful,1.0
325,101,Community,somewhat helpful,0.5
325,101,LLMnote,not helpful,0.0
325,109,Community,somewhat helpful,0.5
325,109,LLMnote,not helpful,0.0
325,114,Community,not helpful,0.0
325,114,LLMnote,somewhat helpful,0.5
325,122,Community,not helpful,0.0
325,122,LLMnote,helpful,1.0
325,123,Community,somewhat helpful,0.5
325,123,LLMnote,somewhat helpful,0.5
325,124,Community,helpful,1.0
325,124,LLMnote,somewhat helpful,0.5
330,2,Community,somewhat helpful,0.5
330,2,LLMnote,helpful,1.0
330,31,Community,helpful,1.0
330,31,LLMnote,somewhat helpful,0.5
330,32,Community,somewhat helpful,0.5
330,32,LLMnote,helpful,1.0
330,34,Community,somewhat helpful,0.5
330,34,LLMnote,somewhat helpful,0.5
330,36,Community,somewhat helpful,0.5
330,36,LLMnote,helpful,1.0
330,50,Community,helpful,1.0
330,50,LLMnote,somewhat helpful,0.5
330,52,Community,helpful,1.0
330,52,LLMnote,somewhat helpful,0.5
330,69,Community,somewhat helpful,0.5
330,69,LLMnote,somewhat helpful,0.5
330,72,Community,not helpful,0.0
330,72,LLMnote,somewhat helpful,0.5
330,81,Community,somewhat helpful,0.5
330,81,LLMnote,somewhat helpful,0.5
330,86,Community,somewhat helpful,0.5
330,86,LLMnote,somewhat helpful,0.5
330,91,Community,somewhat helpful,0.5
330,91,LLMnote,somewhat helpful,0.5
330,93,Community,helpful,1.0
330,93,LLMnote,somewhat helpful,0.5
330,99,Community,somewhat helpful,0.5
330,99,LLMnote,not helpful,0.0
330,102,Community,somewhat helpful,0.5
330,102,LLMnote,helpful,1.0
330,110,Community,somewhat helpful,0.5
330,110,LLMnote,somewhat helpful,0.5
330,111,Community,somewhat helpful,0.5
330,111,LLMnote,helpful,1.0
330,112,Community,somewhat helpful,0.5
330,112,LLMnote,not helpful,0.0
330,114,Community,somewhat helpful,0.5
330,114,LLMnote,helpful,1.0
330,123,Community,not helpful,0.0
330,123,LLMnote,helpful,1.0
418,2,Community,somewhat helpful,0.5
418,2,LLMnote,helpful,1.0
418,7,Community,somewhat helpful,0.5
418,7,LLMnote,helpful,1.0
418,29,Community,somewhat helpful,0.5
418,29,LLMnote,helpful,1.0
418,31,Community,somewhat helpful,0.5
418,31,LLMnote,helpful,1.0
418,32,Community,somewhat helpful,0.5
418,32,LLMnote,helpful,1.0
418,34,Community,somewhat helpful,0.5
418,34,LLMnote,somewhat helpful,0.5
418,35,Community,somewhat helpful,0.5
418,35,LLMnote,somewhat helpful,0.5
418,46,Community,somewhat helpful,0.5
418,46,LLMnote,helpful,1.0
418,57,Community,somewhat helpful,0.5
418,57,LLMnote,helpful,1.0
418,60,Community,somewhat helpful,0.5
418,60,LLMnote,helpful,1.0
418,62,Community,somewhat helpful,0.5
418,62,LLMnote,helpful,1.0
418,68,Community,somewhat helpful,0.5
418,68,LLMnote,helpful,1.0
418,70,Community,somewhat helpful,0.5
418,70,LLMnote,helpful,1.0
418,74,Community,somewhat helpful,0.5
418,74,LLMnote,helpful,1.0
418,79,Community,somewhat helpful,0.5
418,79,LLMnote,somewhat helpful,0.5
418,91,Community,somewhat helpful,0.5
418,91,LLMnote,helpful,1.0
418,109,Community,somewhat helpful,0.5
418,109,LLMnote,helpful,1.0
418,122,Community,somewhat helpful,0.5
418,122,LLMnote,helpful,1.0
418,124,Community,somewhat helpful,0.5
418,124,LLMnote,helpful,1.0
418,142,Community,somewhat helpful,0.5
418,142,LLMnote,helpful,1.0
311,1,Community,somewhat helpful,0.5
311,1,LLMnote,somewhat helpful,0.5
311,2,Community,somewhat helpful,0.5
311,2,LLMnote,somewhat helpful,0.5
311,3,Community,somewhat helpful,0.5
311,3,LLMnote,helpful,1.0
311,7,Community,somewhat helpful,0.5
311,7,LLMnote,somewhat helpful,0.5
311,46,Community,not helpful,0.0
311,46,LLMnote,somewhat helpful,0.5
311,49,Community,not helpful,0.0
311,49,LLMnote,somewhat helpful,0.5
311,50,Community,somewhat helpful,0.5
311,50,LLMnote,somewhat helpful,0.5
311,52,Community,somewhat helpful,0.5
311,52,LLMnote,somewhat helpful,0.5
311,62,Community,somewhat helpful,0.5
311,62,LLMnote,helpful,1.0
311,65,Community,somewhat helpful,0.5
311,65,LLMnote,helpful,1.0
311,69,Community,not helpful,0.0
311,69,LLMnote,somewhat helpful,0.5
311,70,Community,somewhat helpful,0.5
311,70,LLMnote,somewhat helpful,0.5
311,76,Community,somewhat helpful,0.5
311,76,LLMnote,somewhat helpful,0.5
311,81,Community,somewhat helpful,0.5
311,81,LLMnote,somewhat helpful,0.5
311,91,Community,somewhat helpful,0.5
311,91,LLMnote,helpful,1.0
311,107,Community,somewhat helpful,0.5
311,107,LLMnote,somewhat helpful,0.5
311,110,Community,somewhat helpful,0.5
311,110,LLMnote,somewhat helpful,0.5
311,111,Community,somewhat helpful,0.5
311,111,LLMnote,somewhat helpful,0.5
311,122,Community,somewhat helpful,0.5
311,122,LLMnote,helpful,1.0
311,123,Community,somewhat helpful,0.5
311,123,LLMnote,somewhat helpful,0.5
328,1,Community,somewhat helpful,0.5
328,1,LLMnote,somewhat helpful,0.5
328,3,Community,somewhat helpful,0.5
328,3,LLMnote,somewhat helpful,0.5
328,12,Community,somewhat helpful,0.5
328,12,LLMnote,helpful,1.0
328,16,Community,somewhat helpful,0.5
328,16,LLMnote,somewhat helpful,0.5
328,19,Community,somewhat helpful,0.5
328,19,LLMnote,helpful,1.0
328,21,Community,somewhat helpful,0.5
328,21,LLMnote,somewhat helpful,0.5
328,28,Community,somewhat helpful,0.5
328,28,LLMnote,somewhat helpful,0.5
328,30,Community,somewhat helpful,0.5
328,30,LLMnote,helpful,1.0
328,35,Community,somewhat helpful,0.5
328,35,LLMnote,somewhat helpful,0.5
328,46,Community,somewhat helpful,0.5
328,46,LLMnote,helpful,1.0
328,49,Community,somewhat helpful,0.5
328,49,LLMnote,helpful,1.0
328,57,Community,somewhat helpful,0.5
328,57,LLMnote,helpful,1.0
328,60,Community,somewhat helpful,0.5
328,60,LLMnote,not helpful,0.0
328,70,Community,helpful,1.0
328,70,LLMnote,somewhat helpful,0.5
328,74,Community,helpful,1.0
328,74,LLMnote,somewhat helpful,0.5
328,76,Community,somewhat helpful,0.5
328,76,LLMnote,somewhat helpful,0.5
328,77,Community,somewhat helpful,0.5
328,77,LLMnote,helpful,1.0
328,92,Community,somewhat helpful,0.5
328,92,LLMnote,helpful,1.0
328,122,Community,somewhat helpful,0.5
328,122,LLMnote,helpful,1.0
328,124,Community,somewhat helpful,0.5
328,124,LLMnote,helpful,1.0
377,2,Community,somewhat helpful,0.5
377,2,LLMnote,helpful,1.0
377,3,Community,helpful,1.0
377,3,LLMnote,somewhat helpful,0.5
377,19,Community,somewhat helpful,0.5
377,19,LLMnote,somewhat helpful,0.5
377,29,Community,helpful,1.0
377,29,LLMnote,somewhat helpful,0.5
377,32,Community,helpful,1.0
377,32,LLMnote,somewhat helpful,0.5
377,59,Community,helpful,1.0
377,59,LLMnote,somewhat helpful,0.5
377,70,Community,somewhat helpful,0.5
377,70,LLMnote,somewhat helpful,0.5
377,72,Community,helpful,1.0
377,72,LLMnote,somewhat helpful,0.5
377,74,Community,somewhat helpful,0.5
377,74,LLMnote,not helpful,0.0
377,77,Community,helpful,1.0
377,77,LLMnote,somewhat helpful,0.5
377,81,Community,somewhat helpful,0.5
377,81,LLMnote,somewhat helpful,0.5
377,83,Community,helpful,1.0
377,83,LLMnote,helpful,1.0
377,86,Community,helpful,1.0
377,86,LLMnote,not helpful,0.0
377,92,Community,helpful,1.0
377,92,LLMnote,somewhat helpful,0.5
377,94,Community,somewhat helpful,0.5
377,94,LLMnote,somewhat helpful,0.5
377,99,Community,somewhat helpful,0.5
377,99,LLMnote,somewhat helpful,0.5
377,106,Community,somewhat helpful,0.5
377,106,LLMnote,not helpful,0.0
377,109,Community,helpful,1.0
377,109,LLMnote,somewhat helpful,0.5
377,122,Community,helpful,1.0
377,122,LLMnote,somewhat helpful,0.5
377,142,Community,somewhat helpful,0.5
377,142,LLMnote,somewhat helpful,0.5
313,1,Community,not helpful,0.0
313,1,LLMnote,somewhat helpful,0.5
313,2,Community,somewhat helpful,0.5
313,2,LLMnote,somewhat helpful,0.5
313,7,Community,somewhat helpful,0.5
313,7,LLMnote,somewhat helpful,0.5
313,12,Community,somewhat helpful,0.5
313,12,LLMnote,somewhat helpful,0.5
313,16,Community,helpful,1.0
313,16,LLMnote,somewhat helpful,0.5
313,21,Community,somewhat helpful,0.5
313,21,LLMnote,somewhat helpful,0.5
313,23,Community,somewhat helpful,0.5
313,23,LLMnote,somewhat helpful,0.5
313,30,Community,somewhat helpful,0.5
313,30,LLMnote,somewhat helpful,0.5
313,31,Community,somewhat helpful,0.5
313,31,LLMnote,not helpful,0.0
313,36,Community,somewhat helpful,0.5
313,36,LLMnote,helpful,1.0
313,57,Community,somewhat helpful,0.5
313,57,LLMnote,somewhat helpful,0.5
313,62,Community,somewhat helpful,0.5
313,62,LLMnote,somewhat helpful,0.5
313,69,Community,not helpful,0.0
313,69,LLMnote,somewhat helpful,0.5
313,72,Community,somewhat helpful,0.5
313,72,LLMnote,helpful,1.0
313,74,Community,helpful,1.0
313,74,LLMnote,somewhat helpful,0.5
313,76,Community,somewhat helpful,0.5
313,76,LLMnote,somewhat helpful,0.5
313,86,Community,not helpful,0.0
313,86,LLMnote,somewhat helpful,0.5
313,94,Community,helpful,1.0
313,94,LLMnote,somewhat helpful,0.5
313,99,Community,somewhat helpful,0.5
313,99,LLMnote,somewhat helpful,0.5
313,107,Community,somewhat helpful,0.5
313,107,LLMnote,somewhat helpful,0.5
381,30,Community,somewhat helpful,0.5
381,30,LLMnote,somewhat helpful,0.5
381,68,Community,somewhat helpful,0.5
381,68,LLMnote,helpful,1.0
381,70,Community,helpful,1.0
381,70,LLMnote,not helpful,0.0
381,75,Community,helpful,1.0
381,75,LLMnote,somewhat helpful,0.5
381,77,Community,somewhat helpful,0.5
381,77,LLMnote,helpful,1.0
381,79,Community,helpful,1.0
381,79,LLMnote,not helpful,0.0
381,83,Community,somewhat helpful,0.5
381,83,LLMnote,helpful,1.0
381,85,Community,helpful,1.0
381,85,LLMnote,somewhat helpful,0.5
381,92,Community,helpful,1.0
381,92,LLMnote,somewhat helpful,0.5
381,93,Community,somewhat helpful,0.5
381,93,LLMnote,not helpful,0.0
381,98,Community,helpful,1.0
381,98,LLMnote,somewhat helpful,0.5
381,99,Community,somewhat helpful,0.5
381,99,LLMnote,helpful,1.0
381,102,Community,helpful,1.0
381,102,LLMnote,somewhat helpful,0.5
381,107,Community,helpful,1.0
381,107,LLMnote,somewhat helpful,0.5
381,109,Community,helpful,1.0
381,109,LLMnote,somewhat helpful,0.5
381,110,Community,helpful,1.0
381,110,LLMnote,somewhat helpful,0.5
381,112,Community,helpful,1.0
381,112,LLMnote,somewhat helpful,0.5
381,114,Community,not helpful,0.0
381,114,LLMnote,helpful,1.0
381,124,Community,helpful,1.0
381,124,LLMnote,somewhat helpful,0.5
381,142,Community,helpful,1.0
381,142,LLMnote,somewhat helpful,0.5
342,34,Community,somewhat helpful,0.5
342,34,LLMnote,somewhat helpful,0.5
342,35,Community,somewhat helpful,0.5
342,35,LLMnote,somewhat helpful,0.5
342,46,Community,somewhat helpful,0.5
342,46,LLMnote,helpful,1.0
342,50,Community,somewhat helpful,0.5
342,50,LLMnote,somewhat helpful,0.5
342,57,Community,somewhat helpful,0.5
342,57,LLMnote,helpful,1.0
342,59,Community,somewhat helpful,0.5
342,59,LLMnote,helpful,1.0
342,60,Community,somewhat helpful,0.5
342,60,LLMnote,helpful,1.0
342,76,Community,somewhat helpful,0.5
342,76,LLMnote,somewhat helpful,0.5
342,83,Community,helpful,1.0
342,83,LLMnote,helpful,1.0
342,85,Community,somewhat helpful,0.5
342,85,LLMnote,helpful,1.0
342,92,Community,somewhat helpful,0.5
342,92,LLMnote,somewhat helpful,0.5
342,94,Community,somewhat helpful,0.5
342,94,LLMnote,helpful,1.0
342,101,Community,somewhat helpful,0.5
342,101,LLMnote,helpful,1.0
342,102,Community,somewhat helpful,0.5
342,102,LLMnote,helpful,1.0
342,106,Community,somewhat helpful,0.5
342,106,LLMnote,helpful,1.0
342,107,Community,somewhat helpful,0.5
342,107,LLMnote,helpful,1.0
342,109,Community,somewhat helpful,0.5
342,109,LLMnote,helpful,1.0
342,112,Community,somewhat helpful,0.5
342,112,LLMnote,helpful,1.0
342,114,Community,somewhat helpful,0.5
342,114,LLMnote,somewhat helpful,0.5
342,142,Community,somewhat helpful,0.5
342,142,LLMnote,helpful,1.0
303,3,Community,helpful,1.0
303,3,LLMnote,helpful,1.0
303,19,Community,somewhat helpful,0.5
303,19,LLMnote,helpful,1.0
303,24,Community,helpful,1.0
303,24,LLMnote,helpful,1.0
303,28,Community,helpful,1.0
303,28,LLMnote,helpful,1.0
303,29,Community,helpful,1.0
303,29,LLMnote,helpful,1.0
303,32,Community,helpful,1.0
303,32,LLMnote,helpful,1.0
303,34,Community,somewhat helpful,0.5
303,34,LLMnote,somewhat helpful,0.5
303,35,Community,somewhat helpful,0.5
303,35,LLMnote,helpful,1.0
303,46,Community,helpful,1.0
303,46,LLMnote,helpful,1.0
303,49,Community,helpful,1.0
303,49,LLMnote,helpful,1.0
303,50,Community,helpful,1.0
303,50,LLMnote,somewhat helpful,0.5
303,60,Community,somewhat helpful,0.5
303,60,LLMnote,helpful,1.0
303,65,Community,helpful,1.0
303,65,LLMnote,helpful,1.0
303,70,Community,somewhat helpful,0.5
303,70,LLMnote,helpful,1.0
303,77,Community,helpful,1.0
303,77,LLMnote,helpful,1.0
303,79,Community,helpful,1.0
303,79,LLMnote,helpful,1.0
303,91,Community,somewhat helpful,0.5
303,91,LLMnote,helpful,1.0
303,92,Community,somewhat helpful,0.5
303,92,LLMnote,helpful,1.0
303,106,Community,helpful,1.0
303,106,LLMnote,somewhat helpful,0.5
303,114,Community,somewhat helpful,0.5
303,114,LLMnote,helpful,1.0
贾辰雨,21,Community,helpful,1.0
贾辰雨,21,LLMnote,helpful,1.0
贾辰雨,34,Community,somewhat helpful,0.5
贾辰雨,34,LLMnote,helpful,1.0
贾辰雨,36,Community,somewhat helpful,0.5
贾辰雨,36,LLMnote,helpful,1.0
贾辰雨,57,Community,somewhat helpful,0.5
贾辰雨,57,LLMnote,helpful,1.0
贾辰雨,60,Community,somewhat helpful,0.5
贾辰雨,60,LLMnote,helpful,1.0
贾辰雨,68,Community,helpful,1.0
贾辰雨,68,LLMnote,somewhat helpful,0.5
贾辰雨,70,Community,somewhat helpful,0.5
贾辰雨,70,LLMnote,helpful,1.0
贾辰雨,74,Community,helpful,1.0
贾辰雨,74,LLMnote,helpful,1.0
贾辰雨,76,Community,somewhat helpful,0.5
贾辰雨,76,LLMnote,helpful,1.0
贾辰雨,77,Community,not helpful,0.0
贾辰雨,77,LLMnote,helpful,1.0
贾辰雨,79,Community,somewhat helpful,0.5
贾辰雨,79,LLMnote,helpful,1.0
贾辰雨,85,Community,somewhat helpful,0.5
贾辰雨,85,LLMnote,helpful,1.0
贾辰雨,92,Community,somewhat helpful,0.5
贾辰雨,92,LLMnote,helpful,1.0
贾辰雨,93,Community,not helpful,0.0
贾辰雨,93,LLMnote,helpful,1.0
贾辰雨,98,Community,somewhat helpful,0.5
贾辰雨,98,LLMnote,helpful,1.0
贾辰雨,102,Community,somewhat helpful,0.5
贾辰雨,102,LLMnote,helpful,1.0
贾辰雨,109,Community,somewhat helpful,0.5
贾辰雨,109,LLMnote,helpful,1.0
贾辰雨,110,Community,somewhat helpful,0.5
贾辰雨,110,LLMnote,helpful,1.0
贾辰雨,112,Community,helpful,1.0
贾辰雨,112,LLMnote,helpful,1.0
贾辰雨,124,Community,not helpful,0.0
贾辰雨,124,LLMnote,helpful,1.0
334,3,Community,somewhat helpful,0.5
334,3,LLMnote,helpful,1.0
334,7,Community,helpful,1.0
334,7,LLMnote,somewhat helpful,0.5
334,12,Community,somewhat helpful,0.5
334,12,LLMnote,somewhat helpful,0.5
334,21,Community,helpful,1.0
334,21,LLMnote,somewhat helpful,0.5
334,23,Community,somewhat helpful,0.5
334,23,LLMnote,somewhat helpful,0.5
334,35,Community,helpful,1.0
334,35,LLMnote,helpful,1.0
334,36,Community,helpful,1.0
334,36,LLMnote,somewhat helpful,0.5
334,46,Community,somewhat helpful,0.5
334,46,LLMnote,helpful,1.0
334,50,Community,somewhat helpful,0.5
334,50,LLMnote,helpful,1.0
334,70,Community,helpful,1.0
334,70,LLMnote,somewhat helpful,0.5
334,74,Community,somewhat helpful,0.5
334,74,LLMnote,somewhat helpful,0.5
334,79,Community,somewhat helpful,0.5
334,79,LLMnote,somewhat helpful,0.5
334,85,Community,helpful,1.0
334,85,LLMnote,somewhat helpful,0.5
334,94,Community,somewhat helpful,0.5
334,94,LLMnote,helpful,1.0
334,98,Community,helpful,1.0
334,98,LLMnote,somewhat helpful,0.5
334,101,Community,somewhat helpful,0.5
334,101,LLMnote,somewhat helpful,0.5
334,111,Community,somewhat helpful,0.5
334,111,LLMnote,somewhat helpful,0.5
334,112,Community,somewhat helpful,0.5
334,112,LLMnote,helpful,1.0
334,114,Community,somewhat helpful,0.5
334,114,LLMnote,helpful,1.0
334,142,Community,somewhat helpful,0.5
334,142,LLMnote,somewhat helpful,0.5
318,52,Community,somewhat helpful,0.5
318,52,LLMnote,helpful,1.0
318,57,Community,somewhat helpful,0.5
318,57,LLMnote,helpful,1.0
318,65,Community,somewhat helpful,0.5
318,65,LLMnote,helpful,1.0
318,72,Community,somewhat helpful,0.5
318,72,LLMnote,helpful,1.0
318,75,Community,somewhat helpful,0.5
318,75,LLMnote,helpful,1.0
318,79,Community,not helpful,0.0
318,79,LLMnote,helpful,1.0
318,81,Community,somewhat helpful,0.5
318,81,LLMnote,helpful,1.0
318,82,Community,somewhat helpful,0.5
318,82,LLMnote,helpful,1.0
318,83,Community,somewhat helpful,0.5
318,83,LLMnote,helpful,1.0
318,85,Community,somewhat helpful,0.5
318,85,LLMnote,helpful,1.0
318,86,Community,somewhat helpful,0.5
318,86,LLMnote,helpful,1.0
318,92,Community,somewhat helpful,0.5
318,92,LLMnote,helpful,1.0
318,98,Community,helpful,1.0
318,98,LLMnote,somewhat helpful,0.5
318,99,Community,somewhat helpful,0.5
318,99,LLMnote,helpful,1.0
318,109,Community,somewhat helpful,0.5
318,109,LLMnote,helpful,1.0
318,110,Community,somewhat helpful,0.5
318,110,LLMnote,helpful,1.0
318,114,Community,not helpful,0.0
318,114,LLMnote,helpful,1.0
318,122,Community,somewhat helpful,0.5
318,122,LLMnote,helpful,1.0
318,124,Community,somewhat helpful,0.5
318,124,LLMnote,helpful,1.0
318,142,Community,somewhat helpful,0.5
318,142,LLMnote,helpful,1.0
315,2,Community,helpful,1.0
315,2,LLMnote,somewhat helpful,0.5
315,3,Community,somewhat helpful,0.5
315,3,LLMnote,helpful,1.0
315,12,Community,not helpful,0.0
315,12,LLMnote,helpful,1.0
315,19,Community,helpful,1.0
315,19,LLMnote,somewhat helpful,0.5
315,21,Community,somewhat helpful,0.5
315,21,LLMnote,helpful,1.0
315,23,Community,somewhat helpful,0.5
315,23,LLMnote,helpful,1.0
315,28,Community,helpful,1.0
315,28,LLMnote,somewhat helpful,0.5
315,29,Community,helpful,1.0
315,29,LLMnote,helpful,1.0
315,31,Community,somewhat helpful,0.5
