participant_name,post_index,winner,community_helpfulness_raw,llm_helpfulness_raw,community_helpfulness_score,llm_helpfulness_score,score_difference,note_mapping
421,77,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
421,81,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
421,82,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
421,85,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
421,92,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
421,111,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
421,112,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
421,123,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
421,124,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
421,142,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
402,1,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
402,2,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
402,3,Community,helpful,helpful,1.0,1.0,0.0,llm_first
402,12,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
402,16,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
402,21,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
402,23,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
402,24,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
402,36,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
402,46,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
402,49,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
402,69,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
402,72,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
402,79,Community,helpful,helpful,1.0,1.0,0.0,community_first
402,86,Community,helpful,helpful,1.0,1.0,0.0,llm_first
402,99,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
402,101,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
402,107,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
402,123,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
402,142,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
409,1,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
409,2,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
409,12,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
409,19,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
409,21,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
409,23,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
409,24,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
409,28,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
409,30,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
409,35,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
409,46,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
409,49,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
409,50,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
409,72,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
409,76,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
409,86,Community,helpful,not helpful,1.0,0.0,-1.0,community_first
409,91,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
409,94,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
409,98,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
409,114,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
434,3,Community,helpful,not helpful,1.0,0.0,-1.0,community_first
434,7,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
434,19,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
434,21,LLMnote,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
434,24,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
434,28,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
434,30,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
434,35,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
434,36,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
434,46,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
434,50,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
434,52,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
434,60,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
434,69,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
434,76,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
434,81,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
434,91,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
434,101,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
434,109,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
434,142,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
405,28,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
405,32,Community,helpful,helpful,1.0,1.0,0.0,community_first
405,34,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
405,49,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
405,57,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
405,62,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
405,70,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
405,72,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
405,75,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
405,76,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
405,77,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
405,86,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
405,92,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
405,99,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
405,102,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
405,109,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
405,110,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
405,111,Community,helpful,helpful,1.0,1.0,0.0,llm_first
405,112,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
405,142,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
497,1,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
497,2,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,3,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,12,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
497,16,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,21,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,23,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,24,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,29,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,31,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
497,35,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,52,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,59,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,60,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,68,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
497,69,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,74,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
497,82,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
497,106,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
497,124,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
401,3,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
401,7,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
401,12,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
401,16,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
401,21,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
401,23,LLMnote,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
401,29,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
401,30,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
401,46,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
401,49,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
401,57,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
401,60,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
401,62,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
401,75,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
401,77,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
401,83,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
401,99,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
401,109,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
401,111,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
401,124,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
495,24,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
495,31,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
495,57,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
495,62,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
495,69,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
495,72,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
495,74,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
495,77,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
495,79,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
495,82,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
495,85,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
495,86,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
495,98,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
495,99,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
495,101,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
495,107,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
495,109,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
495,112,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
495,114,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
495,124,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
493,1,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
493,2,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
493,12,LLMnote,not helpful,not helpful,0.0,0.0,0.0,community_first
493,16,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
493,23,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
493,29,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
493,31,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
493,32,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
493,34,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
493,49,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
493,62,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
493,70,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
493,74,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
493,75,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
493,79,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
493,83,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
493,94,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
493,107,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
493,112,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
493,114,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
467,30,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
467,31,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
467,49,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
467,60,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
467,65,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
467,68,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
467,69,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
467,76,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
467,79,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
467,82,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
467,85,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
467,98,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
467,99,Community,helpful,helpful,1.0,1.0,0.0,llm_first
467,106,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
467,110,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
467,111,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
467,112,Community,helpful,somewhat helpful,1.0,0.5,-0.5,community_first
467,114,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
467,123,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
467,124,Community,helpful,helpful,1.0,1.0,0.0,llm_first
438,2,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
438,7,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
438,21,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
438,23,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
438,28,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
438,29,Community,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
438,30,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
438,35,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
438,46,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
438,60,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
438,65,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
438,68,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
438,77,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
438,81,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
438,82,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
438,83,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
438,98,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
438,106,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
438,112,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
438,122,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
499,24,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
499,29,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
499,35,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
499,49,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
499,57,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
499,60,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
499,62,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
499,68,Community,helpful,helpful,1.0,1.0,0.0,community_first
499,72,LLMnote,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
499,75,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
499,76,Community,not helpful,not helpful,0.0,0.0,0.0,llm_first
499,92,Community,helpful,helpful,1.0,1.0,0.0,llm_first
499,98,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
499,99,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
499,102,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
499,110,Community,somewhat helpful,helpful,0.5,1.0,0.5,community_first
499,111,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
499,112,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
499,114,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
499,122,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
481,3,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
481,7,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
481,16,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
481,24,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
481,29,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
481,32,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
481,34,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
481,49,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
481,50,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
481,57,Community,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
481,65,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
481,68,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
481,75,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
481,79,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
481,91,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
481,92,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
481,94,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
481,98,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
481,102,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
481,123,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
437,1,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
437,2,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
437,16,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
437,19,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
437,21,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
437,29,Community,helpful,helpful,1.0,1.0,0.0,community_first
437,31,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
437,34,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
437,46,LLMnote,helpful,helpful,1.0,1.0,0.0,llm_first
437,52,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
437,75,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
437,77,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
437,79,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
437,83,LLMnote,helpful,helpful,1.0,1.0,0.0,community_first
437,91,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
437,92,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
437,106,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
437,112,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
437,114,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
437,123,Community,helpful,not helpful,1.0,0.0,-1.0,community_first
415,3,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
415,7,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
415,16,LLMnote,not helpful,helpful,0.0,1.0,1.0,community_first
415,29,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
415,31,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
415,32,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
415,34,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
415,59,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
415,68,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
415,69,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
415,70,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
415,74,Community,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
415,75,LLMnote,somewhat helpful,helpful,0.5,1.0,0.5,community_first
415,81,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
415,83,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
415,85,Community,somewhat helpful,helpful,0.5,1.0,0.5,llm_first
415,93,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
415,106,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
415,111,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
415,112,Community,somewhat helpful,somewhat helpful,0.5,0.5,0.0,llm_first
440,7,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
440,19,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
440,28,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
440,29,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
440,46,Community,helpful,not helpful,1.0,0.0,-1.0,llm_first
440,59,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
440,62,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
440,65,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
440,72,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
440,74,Community,helpful,not helpful,1.0,0.0,-1.0,community_first
440,75,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,community_first
440,77,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
440,79,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
440,86,LLMnote,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
440,92,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
440,101,LLMnote,not helpful,helpful,0.0,1.0,1.0,llm_first
440,102,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,llm_first
440,106,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
440,107,Community,somewhat helpful,not helpful,0.5,0.0,-0.5,community_first
440,109,LLMnote,not helpful,somewhat helpful,0.0,0.5,0.5,llm_first
474,1,Community,helpful,somewhat helpful,1.0,0.5,-0.5,llm_first
474,2,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,
474,3,LLMnote,somewhat helpful,somewhat helpful,0.5,0.5,0.0,community_first
